"Onset","Duration","Participant","date_time","Target_Mapping","Order_Instruction","Running","Trial","Event","Type","InstructionCondition","Accuracy","RT","Post_Trial","TaskPerf"
88.4891801118647,0.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",0,"Fixation","NoGo","speed_accuracy",0,0.358844201225111,NA,85.515873015873
88.963598231474,0.1,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",0,"Target","NoGo","speed_accuracy",0,0.358844201225111,NA,85.515873015873
89.0653179257724,1.25884420122511,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",0,"ITI","NoGo","speed_accuracy",0,0.358844201225111,NA,85.515873015873
89.3224424326991,0,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",0,"Response","NoGo","speed_accuracy",0,0.358844201225111,NA,85.515873015873
90.3705412344252,0.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",1,"Fixation","Go","speed_accuracy",0,NA,"post_error_resp",85.515873015873
90.8457780669041,0.1,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",1,"Target","Go","speed_accuracy",0,NA,"post_error_resp",85.515873015873
90.9483485869505,1.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",1,"ITI","Go","speed_accuracy",0,NA,"post_error_resp",85.515873015873
92.4726327097806,0.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",2,"Fixation","NoGo","speed_accuracy",1,NA,"post_error_inh",85.515873015873
92.9643371587381,0.1,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",2,"Target","NoGo","speed_accuracy",1,NA,"post_error_inh",85.515873015873
93.0498610373115,1.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",2,"ITI","NoGo","speed_accuracy",1,NA,"post_error_inh",85.515873015873
94.5914576432788,0.5,"ER05EL09","2022_Feb_28_1049","square","speed_accuracy_first","Practice",3,"Fixation","Go","speed_accuracy",0,NA,"post_correct_inh",85.515873015873
