"Onset","Duration","Participant","date_time","Running","Trial","Event","MoneyMagnitude","CardNumber","Feedback","Response","RT","Post_Trial"
165.412104411364,3.26169570024374,"AU06EL20","2022_Mar_01_1002","Practice",0,"Fixation",10,4,"reward",4,4.88554066794859,NA
168.648217823746,0.5,"AU06EL20","2022_Mar_01_1002","Practice",0,"Money",10,4,"reward",4,4.88554066794859,NA
169.148647513342,4.88554066794859,"AU06EL20","2022_Mar_01_1002","Practice",0,"Choice",10,4,"reward",4,4.88554066794859,NA
174.034188181291,0,"AU06EL20","2022_Mar_01_1002","Practice",0,"Response",10,4,"reward",4,4.88554066794859,NA
176.0549594289,1,"AU06EL20","2022_Mar_01_1002","Practice",0,"Feedback",10,4,"reward",4,4.88554066794859,NA
177.055822308621,2.99408644613963,"AU06EL20","2022_Mar_01_1002","Practice",1,"Fixation",10,5,"loss",4,0.893604713575769,"post_reward"
180.025034888578,0.5,"AU06EL20","2022_Mar_01_1002","Practice",1,"Money",10,5,"loss",4,0.893604713575769,"post_reward"
180.525481497385,0.893604713575769,"AU06EL20","2022_Mar_01_1002","Practice",1,"Choice",10,5,"loss",4,0.893604713575769,"post_reward"
181.419086210961,0,"AU06EL20","2022_Mar_01_1002","Practice",1,"Response",10,5,"loss",4,0.893604713575769,"post_reward"
183.427958586441,1,"AU06EL20","2022_Mar_01_1002","Practice",1,"Feedback",10,5,"loss",4,0.893604713575769,"post_reward"
184.428817965634,2.55725891364615,"AU06EL20","2022_Mar_01_1002","Practice",2,"Fixation",0,5,"reward",2,1.05723564609252,"post_break"
186.964329929266,0.5,"AU06EL20","2022_Mar_01_1002","Practice",2,"Money",0,5,"reward",2,1.05723564609252,"post_break"
187.464758160309,1.05723564609252,"AU06EL20","2022_Mar_01_1002","Practice",2,"Choice",0,5,"reward",2,1.05723564609252,"post_break"
188.521993806402,0,"AU06EL20","2022_Mar_01_1002","Practice",2,"Response",0,5,"reward",2,1.05723564609252,"post_break"
190.534064204319,1,"AU06EL20","2022_Mar_01_1002","Practice",2,"Feedback",0,5,"reward",2,1.05723564609252,"post_break"
191.534927667459,3.31000015937221,"AU06EL20","2022_Mar_01_1002","Practice",3,"Fixation",50,3,"reward",2,0.725743395090831,"post_break"
194.837758776403,0.5,"AU06EL20","2022_Mar_01_1002","Practice",3,"Money",50,3,"reward",2,0.725743395090831,"post_break"
195.338159586658,0.725743395090831,"AU06EL20","2022_Mar_01_1002","Practice",3,"Choice",50,3,"reward",2,0.725743395090831,"post_break"
196.063902981748,0,"AU06EL20","2022_Mar_01_1002","Practice",3,"Response",50,3,"reward",2,0.725743395090831,"post_break"
198.073872480496,1,"AU06EL20","2022_Mar_01_1002","Practice",3,"Feedback",50,3,"reward",2,0.725743395090831,"post_break"
199.074732151399,4.1144651119068,"AU06EL20","2022_Mar_01_1002","Practice",4,"Fixation",10,4,"reward",2,0.808803006719245,"post_break"
203.161579332425,0.5,"AU06EL20","2022_Mar_01_1002","Practice",4,"Money",10,4,"reward",2,0.808803006719245,"post_break"
203.662004938074,0.808803006719245,"AU06EL20","2022_Mar_01_1002","Practice",4,"Choice",10,4,"reward",2,0.808803006719245,"post_break"
204.470807944794,0,"AU06EL20","2022_Mar_01_1002","Practice",4,"Response",10,4,"reward",2,0.808803006719245,"post_break"
206.481092490903,1,"AU06EL20","2022_Mar_01_1002","Practice",4,"Feedback",10,4,"reward",2,0.808803006719245,"post_break"
207.481959746281,2.92436185698165,"AU06EL20","2022_Mar_01_1002","Practice",5,"Fixation",10,4,"loss",2,0.610842121599489,"post_reward"
210.384444419811,0.5,"AU06EL20","2022_Mar_01_1002","Practice",5,"Money",10,4,"loss",2,0.610842121599489,"post_reward"
210.884866524933,0.610842121599489,"AU06EL20","2022_Mar_01_1002","Practice",5,"Choice",10,4,"loss",2,0.610842121599489,"post_reward"
211.495708646533,0,"AU06EL20","2022_Mar_01_1002","Practice",5,"Response",10,4,"loss",2,0.610842121599489,"post_reward"
213.503793987029,1,"AU06EL20","2022_Mar_01_1002","Practice",5,"Feedback",10,4,"loss",2,0.610842121599489,"post_reward"
214.504657158459,3.25241858610404,"AU06EL20","2022_Mar_01_1002","Practice",6,"Fixation",0,5,"loss",2,1.35439006830711,"post_loss"
217.740765028342,0.5,"AU06EL20","2022_Mar_01_1002","Practice",6,"Money",0,5,"loss",2,1.35439006830711,"post_loss"
218.24120113557,1.35439006830711,"AU06EL20","2022_Mar_01_1002","Practice",6,"Choice",0,5,"loss",2,1.35439006830711,"post_loss"
219.595591203877,0,"AU06EL20","2022_Mar_01_1002","Practice",6,"Response",0,5,"loss",2,1.35439006830711,"post_loss"
221.61075373331,1,"AU06EL20","2022_Mar_01_1002","Practice",6,"Feedback",0,5,"loss",2,1.35439006830711,"post_loss"
222.611635282503,4.27896834818299,"AU06EL20","2022_Mar_01_1002","Practice",7,"Fixation",50,4,"loss",2,0.957802906370489,"post_loss"
226.865268245327,0.5,"AU06EL20","2022_Mar_01_1002","Practice",7,"Money",50,4,"loss",2,0.957802906370489,"post_loss"
227.365697059791,0.957802906370489,"AU06EL20","2022_Mar_01_1002","Practice",7,"Choice",50,4,"loss",2,0.957802906370489,"post_loss"
228.323499966162,0,"AU06EL20","2022_Mar_01_1002","Practice",7,"Response",50,4,"loss",2,0.957802906370489,"post_loss"
230.334913140276,1,"AU06EL20","2022_Mar_01_1002","Practice",7,"Feedback",50,4,"loss",2,0.957802906370489,"post_loss"
231.335777478547,4.34798506745777,"AU06EL20","2022_Mar_01_1002","Practice",8,"Fixation",0,7,"loss",4,0.956106609693961,"post_loss"
235.672833816017,0.5,"AU06EL20","2022_Mar_01_1002","Practice",8,"Money",0,7,"loss",4,0.956106609693961,"post_loss"
236.173262922191,0.956106609693961,"AU06EL20","2022_Mar_01_1002","Practice",8,"Choice",0,7,"loss",4,0.956106609693961,"post_loss"
237.129369531885,0,"AU06EL20","2022_Mar_01_1002","Practice",8,"Response",0,7,"loss",4,0.956106609693961,"post_loss"
