"ID","Personality_BISBAS_BAS","Personality_RSTPQ_BAS","Personality_BISBAS_BIS","Personality_RSTPQ_BIS","Personality_PSWQ_Concerns","Personality_BFI_Anxiety","Covariate_Gender","Covariate_Age","Covariate_AGG_Anger","Covariate_BDI_Depression","Covariate_BFI_Extraversion","Covariate_BFI_OpenMindedness","Covariate_BFI_Conscientiousness","Covariate_BFI_Agreeableness","Covariate_BFI_NegativeEmotionality","Personality_Z_sum_MPQ","Personality_Z_sum_BFI","Personality_Z_AV_notweighted_BAS","Personality_Z_AV_ItemNr_BAS","Personality_Z_AV_Reliability_BAS","Personality_Z_AV_notweighted_BIS","Personality_Z_AV_ItemNr_BIS","Personality_Z_AV_Reliability_BIS","Personality_PCA_BAS","Personality_PCA_BIS","Personality_FactorAnalysis_BAS","Personality_FactorAnalysis_BIS"
"sub-AA06WI11",3.38461538461538,96,3.57142857142857,66,65,3.75,1,19,18,NA,2.91666666666667,2.66666666666667,2.66666666666667,3.75,3.41666666666667,-1.20791301400924,-1.38216666016272,-0.201367879169628,0.0240734171264943,-0.42449141260336,1.0305129054914,0.991396292347565,1.03795505704258,"-4.73657895184335","19.2860069755005","-0.117359605545729","1.14219015690718"
"sub-AG04EN28",2.92307692307692,88,2.71428571428571,49,38,2.5,2,24,11,NA,3.25,3.66666666666667,3.58333333333333,3.58333333333333,2.41666666666667,0.345708359862617,-1.71429643582107,-0.308042557787418,-0.192952920913445,-0.0833447829193549,-0.544487770608317,-0.57060638511192,-0.543561101061832,"2.50754144840914","-11.7532494597595","-0.522904973021228","-0.605344871093036"
"sub-AG05AS29",3.15384615384615,103,2.71428571428571,41,31,1.5,2,20,12,NA,4.5,3,3.33333333333333,4,1.66666666666667,1.99849850841463,2.39991981750702,0.791768104944275,0.773711780467489,0.759688849671139,-1.13898343580653,-1.11449268613895,-1.13959147939417,"-13.1463152071893","-22.3937055544212","1.04063082997825","-1.23468750205247"
"sub-AH07IF27",3.46153846153846,112,2,71,39,3,2,23,18,NA,4.41666666666667,4.5,2.91666666666667,2.25,3.75,2.14066853778509,1.69277395104769,0.943628212029141,1.15065823214182,0.769316015642796,-0.256131419749473,0.09007810408851,-0.292645377118742,"-21.697117622823","4.71546407178962","1.38081406961291","-0.2979256088644"
"sub-AH17AR05",3.07692307692308,100,2.28571428571429,52,40,2.5,2,23,13,11,3.66666666666667,3.66666666666667,4,3.75,2.08333333333333,0.195083484843732,0.364254848414303,0.175955879880544,0.323556913672256,0.130766544572001,-0.628146105292615,-0.518747571172573,-0.637243499410084,"-9.467491192177","-8.22160863675001","0.450745871609702","-0.653988207718612"
"sub-AHSAER12",3.53846153846154,97,2.85714285714286,62,43,3,2,28,13,NA,3,4,2.91666666666667,3.41666666666667,2.41666666666667,-0.666008612210048,-0.964264254219079,0.00896189214885275,0.219764230551817,-0.21691117458111,0.00758865215990478,0.0785522242106943,-0.00248187895270518,"-6.08003755029618","1.06732723265453","0.286547778201338","-0.0305571754911734"
"sub-AI07AS19",2.69230769230769,77,4,76,67,4.25,1,23,11,NA,2.75,3.66666666666667,4.33333333333333,3.91666666666667,3.58333333333333,-1.06067007724972,-2.02498305390809,-0.780066219670032,-0.833469182226657,-0.531380147489497,1.58809448133924,1.53123897363815,1.5924203496491,"13.9708661741226","27.8755332273078","-1.18917418342398","1.68424014623654"
"sub-AI09ID16",3.15384615384615,87,2.42857142857143,65,38,2.75,1,21,10,23,2.41666666666667,4.08333333333333,4.16666666666667,4.08333333333333,2.08333333333333,-1.82867312385288,-2.77501523551008,-0.691142941103704,-0.506143711771453,-0.773939425969541,-0.287377888898117,-0.0649933569007737,-0.312101741538898,"4.8325014978673","-0.279928310522164","-0.943546502712187","-0.347580538449588"
"sub-AJ06IR11",3.46153846153846,85,3,48,47,3,1,21,8,NA,3.5,3.08333333333333,4.08333333333333,3.91666666666667,2.5,2.98482950646254,0.342811690842979,0.539109213236111,0.39868530884712,0.819804646314612,-0.117249341687794,-0.26944086678181,-0.102728650074948,"4.13776983686784","-6.18403588984336","0.278429567276269","-0.120971505245162"
"sub-AJ07AW16",3.30769230769231,88,3.57142857142857,52,53,4,1,23,15,NA,2.91666666666667,3.83333333333333,4.25,4.16666666666667,3.33333333333333,-0.243586051726725,-0.985707411790403,-0.135872014341938,-0.108230700516619,-0.187351610454229,0.620483668816477,0.245867259789972,0.650263552551711,"2.76907958804633","0.907183015508939","-0.236280075463686","0.620098337649757"
"sub-AK04IO21",2.92307692307692,73,3.28571428571429,71,68,3.5,1,21,14,NA,2.58333333333333,3.25,4.5,3.58333333333333,3.41666666666667,-2.64237521111651,-1.75718275096372,-0.925628073267034,-1.09612057354338,-0.9650480033115,0.983958064057277,1.14404179989425,0.977283557402727,"18.9280203054071","24.9425654314691","-1.51072109495532","1.13999377704901"
"sub-AK06AS07",3.23076923076923,104,2.85714285714286,46,44,2,1,27,11,NA,4,4,3.5,4.66666666666667,1.91666666666667,3.52673390826173,1.73566026619033,0.957953476613063,1.020836747215,1.11622654502261,-0.583374465412163,-0.544024701858378,-0.58079806533947,"-14.6949207082586","-9.74301397460937","1.19227147840007","-0.581303884269454"
"sub-AK06RG17",2.53846153846154,71,3.42857142857143,78,60,3.75,2,24,15,15,2.58333333333333,3,3,3.75,3.08333333333333,-4.02405182649329,-4.10353433814346,-1.63508681953345,-1.57190667065509,-1.48584160707069,1.09918681793706,1.24669628764457,1.08493684845725,"21.129365100904","24.4075877853821","-2.12747365981243","1.16788849362398"
"sub-AL07NK06",2.53846153846154,74,2.57142857142857,57,52,3,2,29,9,5,4,4.33333333333333,4,4.16666666666667,2.75,0.0688377670091242,2.06779004184868,-0.131852574113217,-0.615219993302692,0.144988338090886,-0.0324154321659589,0.0604972342440218,-0.0366161093005064,"16.1350147411408","3.7369518710152","-0.491091185424082","0.0245331372408333"
"sub-AL08AS02",2.76923076923077,78,3.14285714285714,66,60,3.25,1,25,10,NA,2.91666666666667,3.08333333333333,4.08333333333333,4,2.83333333333333,-3.25604877989013,-0.985707411790403,-0.902463549294547,-1.02531362794912,-0.997564860456733,0.601625821164243,0.72029791770783,0.595965255789987,"13.6924047507368","15.7792295281996","-1.09573371046512","0.698746869877176"
"sub-AM04EN20",2.30769230769231,60,2.14285714285714,32,33,2.25,2,23,7,0,2.83333333333333,3.33333333333333,3.41666666666667,4.41666666666667,1.75,-2.46773266665126,-2.02498305390809,-1.34254826723367,-1.649861290848,-0.879516337249536,-1.27007517349334,-1.43079842600941,-1.25458415369668,"30.6439771946012","-27.4442639536558","-2.00275351495216","-1.34157097085236"
"sub-AN03EU29",2.84615384615385,88,3.14285714285714,69,62,4,1,22,13,NA,4.16666666666667,3.41666666666667,2.33333333333333,4.25,3.5,-1.90382422908668,0.717827781643973,-0.312412302047368,-0.394678526449715,-0.408862768709216,0.929973903946494,0.946577743597785,0.929436012156417,"3.03754244470057","19.3473000268329","-0.176559872825268","1.02446695228452"
"sub-AN04AD03",3.84615384615385,106,2.14285714285714,43,26,1.25,2,23,14,NA,4.25,3.91666666666667,4.16666666666667,3.66666666666667,1.33333333333333,0.244164463763571,1.71421710861901,0.754197752933803,0.857942419534036,0.282320045663757,-1.51166159001596,-1.32533170947335,-1.52729339583802,"-15.2622321902561","-24.4616063542704","1.21526808800356","-1.62326741763633"
