"ID","Personality_PSWQ_Concerns","Personality_SANB5_SocialPhobia","Personality_RSTPQ_BIS","Personality_BISBAS_BIS","Personality_BFI_Anxiety","Covariate_Gender","Covariate_Age","Covariate_MPS_TotalPerfectionism","Covariate_BFI_Sociability","Covariate_BDI_Depression","Covariate_BFI_OpenMindedness","Covariate_BFI_Conscientiousness","Covariate_BFI_Agreeableness","Covariate_BFI_Extraversion","Personality_Z_sum","Personality_Z_AV_notweighted","Personality_Z_AV_ItemNr","Personality_Z_AV_Reliability","Personality_PCA","Personality_FactorAnalysis"
"sub-AA06WI11",65,12,66,3.57142857142857,3.75,1,19,133,2.75,NA,2.66666666666667,2.66666666666667,3.75,2.91666666666667,4.36210015066554,0.872420030133107,0.921876254087001,0.871362186532247,"19.161392505563","1.0417458616215"
"sub-AG04EN28",38,10,49,2.71428571428571,2.5,2,24,118,4,NA,3.66666666666667,3.58333333333333,3.58333333333333,3.25,-2.45809762825983,-0.491619525651967,-0.545272240810631,-0.492278282599196,"-11.8103760890433","-0.575340122896905"
"sub-AG05AS29",31,9,41,2.71428571428571,1.5,2,20,107,4.75,NA,3,3.33333333333333,4,4.5,-5.09752399687919,-1.01950479937584,-1.06346164731062,-1.00374895413637,"-22.4790199421307","-1.17110064146054"
"sub-AH07IF27",39,13,71,2,3,2,23,143,5,NA,4.5,2.91666666666667,2.25,4.41666666666667,-0.523439457292928,-0.104687891458586,0.126566018349702,-0.0887025844840317,"4.93821375884155","-0.167489772900647"
"sub-AH17AR05",40,6,52,2.28571428571429,2.5,2,23,112,3.75,11,3.66666666666667,4,3.75,3.66666666666667,-3.83111153157578,-0.766222306315155,-0.592501302200819,-0.761997843670042,"-8.93230069567461","-0.762958225293171"
"sub-AHSAER12",43,11,62,2.85714285714286,3,2,28,145,2.75,NA,4,2.91666666666667,3.41666666666667,3,0.0108239890711306,0.00216479781422611,0.0686165555637369,0.00293412414083875,"1.01767630847224","-0.00710780268884408"
"sub-AI07AS19",67,18,76,4,4.25,1,23,150,2.75,NA,3.66666666666667,4.33333333333333,3.91666666666667,2.75,8.15129660305991,1.63025932061198,1.5543984840735,1.62722235035637,"28.5740479566869","1.75780658400218"
"sub-AI09ID16",38,13,65,2.42857142857143,2.75,1,21,179,2.25,23,4.08333333333333,4.16666666666667,4.08333333333333,2.41666666666667,-0.649408674119627,-0.129881734823925,-0.01454884351514,-0.116887586665071,"-0.00171766312342045","-0.212639457590436"
"sub-AJ06IR11",47,9,48,3,3,1,21,138,3.25,NA,3.08333333333333,4.08333333333333,3.91666666666667,3.5,-1.00860182476125,-0.201720364952251,-0.295182478689308,-0.213760380899073,"-6.46723127078434","-0.196301253742969"
"sub-AJ07AW16",53,10,52,3.57142857142857,4,1,23,119,2.5,NA,3.83333333333333,4.25,4.16666666666667,2.91666666666667,2.20316433447613,0.440632866895225,0.196924457581687,0.401305613899673,"0.692028742445598","0.506774595084613"
"sub-AK04IO21",68,9,71,3.28571428571429,3.5,1,21,83,2,NA,3.25,4.5,3.58333333333333,2.58333333333333,3.39661841110201,0.679323682220402,0.98984043114723,0.694353778732961,"24.2931342380373","0.935162906470939"
"sub-AK06AS07",44,8,46,2.85714285714286,2,1,27,78,3.75,NA,4,3.5,4.66666666666667,4,-3.1344138281741,-0.626882765634821,-0.568514522907479,-0.610576605885591,"-10.1366401928315","-0.641172502621364"
"sub-AK06RG17",60,18,78,3.42857142857143,3.75,2,24,124,3.75,15,3,3,3.75,2.58333333333333,6.19564284876943,1.23912856975389,1.29583333696698,1.25249390789081,"25.1534568266776","1.30618506137205"
"sub-AL07NK06",52,13,57,2.57142857142857,3,2,29,111,3.5,5,4.33333333333333,4,4.16666666666667,4,0.369963024668586,0.0739926049337171,0.0992897145451811,0.0855932473417658,"3.9518643430752","0.0660063673294761"
"sub-AL08AS02",60,14,66,3.14285714285714,3.25,1,25,101,2.5,NA,3.08333333333333,4.08333333333333,4,2.91666666666667,3.16564879183649,0.633129758367297,0.722686679022859,0.64974976090489,"16.0058121124332","0.716178222174817"
"sub-AM04EN20",33,9,32,2.14285714285714,2.25,2,23,66,3,0,3.33333333333333,3.41666666666667,4.41666666666667,2.83333333333333,-5.62030918653606,-1.12406183730721,-1.35097000136564,-1.13405196694023,"-27.4778898727653","-1.3082538190085"
"sub-AN03EU29",62,7,69,3.14285714285714,4,1,22,69,5,NA,3.41666666666667,2.33333333333333,4.25,4.16666666666667,2.66252987932207,0.532505975864415,0.763243386535903,0.520983554086348,"18.4606180896022","0.772147557672451"
"sub-AN04AD03",26,10,43,2.14285714285714,1.25,2,23,111,4.5,NA,3.91666666666667,4.16666666666667,3.66666666666667,4.25,-6.32819098238725,-1.26563819647745,-1.23140573070818,-1.23835614958862,"-24.3644124618071","-1.48033052909321"
"sub-AN04ES31",52,13,52,3,3.5,1,22,137,3.25,10,3.83333333333333,4.33333333333333,3.83333333333333,3.41666666666667,1.33408119043303,0.266816238086607,0.0797159188961413,0.25243698040098,"0.43326920704701","0.253421212267446"
"sub-AN05ER02",44,5,60,2.14285714285714,2.5,2,29,66,3.25,NA,3.25,2.33333333333333,3.25,3.08333333333333,-3.42854609641444,-0.685709219282888,-0.309091011301448,-0.668786006920976,"-0.667677421733421","-0.608366050241298"
"sub-AN08AT08",46,8,48,3,3,1,26,114,2.5,1,4.08333333333333,3.91666666666667,3.75,3.16666666666667,-1.34431975164697,-0.268863950329394,-0.340906581545913,-0.28324274203554,"-7.30718427523842","-0.252485193591502"
"sub-AR06AS06",56,16,63,3.42857142857143,4.25,2,26,158,3.5,NA,2.25,4.33333333333333,3.5,3.75,4.88380230061419,0.976760460122838,0.739504981811914,0.951779739640777,"11.4778816118928","0.995484002656248"
"sub-AR07AN21",54,13,59,3.71428571428571,3.75,1,21,130,2.25,1,4.5,4.83333333333333,3.75,3.33333333333333,3.50170828936672,0.700341657873344,0.51473948268973,0.679446831277479,"6.79822628916803","0.749091173897462"
"sub-AR07IM16",69,14,72,3.85714285714286,4.75,2,24,130,4,7,3.5,3,4.66666666666667,4,7.35733924335268,1.47146784867054,1.39534486341944,1.44684196355588,"26.5113977556479","1.66894521536843"
"sub-AR07SA26",63,15,60,3.85714285714286,3.25,2,27,131,2.25,18,3.25,3.25,4.08333333333333,2.66666666666667,4.38953742085333,0.877907484170665,0.776601676473633,0.886068097537451,"13.9819714514536","0.96056586988558"
"sub-AR10IO04",37,6,43,2.14285714285714,3.25,1,20,118,4,0,3.5,3.83333333333333,3.16666666666667,3.25,-4.02476175850258,-0.804952351700516,-0.900319125496496,-0.836632672558152,"-17.3544602575372","-0.85859918770156"
"sub-AS06AR20",41,8,47,2.71428571428571,2.75,2,22,109,3.75,0,3.83333333333333,3.5,4.58333333333333,4,-2.58482635393662,-0.516965270787324,-0.565523852989001,-0.52682827421474,"-11.4662354286734","-0.549383195807057"
"sub-AS06FR30",70,12,78,3.28571428571429,4.5,1,26,133,4.75,NA,4.5,3.83333333333333,3.08333333333333,4.5,6.10100666712249,1.2202013334245,1.4135898642197,1.21440902192558,"31.124628292375","1.46774273821493"
"sub-AT05LI18",34,10,43,2.71428571428571,2,2,21,106,3,0,2.75,3.83333333333333,4.08333333333333,2.83333333333333,-3.83462084596721,-0.766924169193443,-0.865781924106484,-0.761312189134429,"-18.8300628607149","-0.905015257469627"
"sub-AT06ED25",45,6,43,3.14285714285714,4,1,19,107,5,NA,4.16666666666667,4.66666666666667,4.33333333333333,4.5,-0.821949376313962,-0.164389875262792,-0.444428123978795,-0.22210493207278,"-11.8092578769188","-0.129767744085227"
